caff_unit,carb_unit,weight,fat_gm,caff_value,fat_value,pro_unit,carb_value,carb_gm,pro_gm,pro_value,measure,caff_gm,fat_unit,id
mg,g,32.0,3.2,0,1.02,g,27.50,85.94,4.69,1.50,1.0 cup (1 NLEA serving),0.0,g,08349
mg,g,1.0,--,--,--,g,0.91,91.17,0.0,0.00,1.0 serving 1 packet,--,g,19868
mg,g,15.0,35.0,0,5.25,g,0.30,2.0,1.8,0.27,1.0 tbsp,0.0,g,43331
mg,g,85.0,28.51,--,24.23,g,0.00,0.0,23.01,19.56,3.0 oz,--,g,13840
mg,g,2.5,0.0,--,0.00,g,2.15,85.9,3.6,0.09,"1.0 portion, amount of dry mix to make 8 fl oz prepared",--,g,14409
mg,g,250.0,3.39,2,8.48,g,25.85,10.34,3.17,7.92,1.0 cup,1.0,g,01102
mg,g,165.0,0.38,0,0.63,g,32.55,19.73,3.17,5.23,1.0 cup,0.0,g,11777
mg,g,85.0,6.99,--,5.94,g,0.00,0.0,33.26,28.27,3.0 oz,--,g,13370
mg,g,2.0,0.75,0,0.02,g,0.36,17.77,1.82,0.04,1.0 tsp,0.0,g,11216
mg,g,85.0,3.48,0,2.96,g,0.57,0.67,15.43,13.12,3.0 oz,0.0,g,10866
mg,g,30.0,4.51,0,1.35,g,23.95,79.84,8.6,2.58,1.0 cup (1 NLEA serving),0.0,g,08491
mg,g,77.0,27.37,0,21.07,g,1.23,1.6,12.69,9.77,1.0 serving 2.7 oz,0.0,g,07920
mg,g,15.0,51.1,0,7.66,g,0.72,4.77,1.37,0.21,1.0 tbsp,0.0,g,04539
mg,g,85.0,13.4,--,11.39,g,0.00,0.0,27.53,23.40,3.0 oz,--,g,13388
mg,g,26.0,--,--,--,g,25.72,98.94,0.0,0.00,1.0 serving 2 tbsp,--,g,14407
mg,g,250.0,1.0,--,2.50,g,24.65,9.86,3.46,8.65,1.0 cup,--,g,01104
mg,g,165.0,0.38,0,0.63,g,33.53,20.32,3.17,5.23,1.0 cup,0.0,g,11192
mg,g,85.0,8.07,--,6.86,g,0.00,0.0,32.62,27.73,3.0 oz,--,g,13343
mg,g,140.0,21.92,--,30.69,g,0.00,0.0,25.16,35.22,"1.0 cup, chopped or diced",--,g,05147
mg,g,85.0,13.37,0,11.36,g,1.15,1.35,18.62,15.83,1.0 serving (3 oz),0.0,g,10914
mg,g,55.0,1.83,0,1.01,g,44.50,80.91,8.18,4.50,1.0 cup (1 NLEA serving),0.0,g,08709
mg,g,21.0,--,--,--,g,15.36,73.14,0.0,0.00,1.0 serving,--,g,90480
mg,g,17.0,1.01,0,0.17,g,4.35,25.6,1.52,0.26,1.0 tbsp,0.0,g,42192
mg,g,85.0,15.0,--,12.75,g,0.00,0.0,27.53,23.40,3.0 oz,--,g,13389
mg,g,33.9,--,--,--,g,4.29,12.65,0.0,0.00,1.0 fl oz,--,g,14408
mg,g,68.0,0.72,0,0.49,g,35.49,52.19,35.1,23.87,1.0 cup,0.0,g,01092
mg,g,170.0,0.66,0,1.12,g,39.95,23.5,8.49,14.43,1.0 cup,0.0,g,11778
mg,g,85.0,5.92,--,5.03,g,0.00,0.0,33.9,28.82,3.0 oz,--,g,13485
mg,g,178.0,0.34,0,0.61,g,24.48,13.75,0.66,1.17,"1.0 cup (1"" pieces)",0.0,g,11785
mg,g,28.35,11.02,0,3.12,g,0.19,0.66,16.65,4.72,1.0 oz,0.0,g,10911
mg,g,30.0,5.46,0,1.64,g,22.58,75.27,11.91,3.57,0.75 cup (1 NLEA serving),0.0,g,08656
mg,g,20.0,0.02,--,0.00,g,13.02,65.1,0.0,0.00,1.0 serving,--,g,19030
mg,g,16.0,2.7,0,0.43,g,2.11,13.2,2.1,0.34,1.0 tbsp,0.0,g,42153
mg,g,85.0,41.98,--,35.68,g,0.00,0.0,21.57,18.33,3.0 oz,--,g,13148
mg,g,31.0,0.14,0,0.04,g,3.79,12.21,0.03,0.01,1.0 fl oz,0.0,g,14425
mg,g,68.0,0.72,0,0.49,g,35.49,52.19,35.1,23.87,1.0 cup,0.0,g,01155
mg,g,170.0,0.66,0,1.12,g,40.39,23.76,8.49,14.43,1.0 cup,0.0,g,11196
mg,g,28.35,6.0,--,1.70,g,0.00,0.0,33.15,9.40,1.0 oz,--,g,23595
mg,g,178.0,0.34,0,0.61,g,25.53,14.34,0.66,1.17,"1.0 cup (1"" pieces)",0.0,g,11221
mg,g,85.0,4.43,0,3.77,g,1.02,1.2,20.92,17.78,1.0 serving (3 oz),0.0,g,10867
mg,g,55.0,18.33,0,10.08,g,36.36,66.1,11.23,6.18,0.75 cup (1 NLEA serving),0.0,g,08571
mg,g,80.0,--,--,--,g,53.90,67.38,0.0,0.00,60.0 milliliter,--,g,19911
mg,g,15.0,7.2,0,1.08,g,0.44,2.9,5.1,0.76,1.0 tbsp,0.0,g,43020
mg,g,121.0,18.13,--,21.94,g,0.00,0.0,30.76,37.22,"1.0 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",--,g,13150
mg,g,35.3,0.5,0,0.18,g,15.14,42.9,0.1,0.04,1.0 fl oz,0.0,g,14424
mg,g,30.0,0.77,0,0.23,g,15.59,51.98,36.16,10.85,0.25 cup,0.0,g,01154
mg,g,171.0,0.53,0,0.91,g,35.50,20.76,7.73,13.22,1.0 cup,0.0,g,16063
mg,g,28.35,3.84,--,1.09,g,0.00,0.0,21.57,6.12,1.0 oz,--,g,23596
mg,g,95.0,0.2,0,0.19,g,4.13,4.35,1.2,1.14,"1.0 cup (1"" pieces)",0.0,g,11220
mg,g,85.0,1.87,0,1.59,g,0.60,0.71,18.65,15.85,3.0 oz,0.0,g,10885
mg,g,50.0,3.0,0,1.50,g,39.00,78.0,10.0,5.00,1.0 cup (1 NLEA serving),0.0,g,43495
mg,g,20.0,--,4,--,g,13.44,67.21,0.0,0.00,1.0 tablespoon,18.0,g,19924
mg,g,15.0,12.42,0,1.86,g,3.20,21.33,1.25,0.19,1.0 tablespoon,0.0,g,43215
mg,g,85.0,14.74,--,12.53,g,0.00,0.0,27.27,23.18,3.0 oz,--,g,13391
mg,g,78.0,--,--,--,g,72.51,92.96,0.0,0.00,1.0 cup,--,g,14315
mg,g,30.0,0.77,0,0.23,g,15.59,51.98,36.16,10.85,0.25 cup,0.0,g,01091
mg,g,167.0,1.26,0,2.10,g,100.25,60.03,23.52,39.28,1.0 cup,0.0,g,16062
mg,g,28.35,6.79,--,1.92,g,0.00,0.0,33.13,9.39,1.0 oz,--,g,23615
mg,g,146.0,0.02,0,0.03,g,4.53,3.1,0.6,0.88,"1.0 cup (1"" cubes)",0.0,g,11784
mg,g,85.0,8.73,0,7.42,g,1.31,1.54,20.8,17.68,1.0 serving (3 oz),0.0,g,10915
mg,g,30.0,2.1,0,0.63,g,24.15,80.5,9.9,2.97,0.75 cup (1 NLEA serving),0.0,g,08029
mg,g,304.0,8.9,21,27.06,g,191.22,62.9,4.6,13.98,1.0 cup,7.0,g,19348
mg,g,14.7,57.85,0,8.50,g,0.49,3.3,2.17,0.32,1.0 tbsp,0.0,g,43015
mg,g,85.0,20.04,--,17.03,g,0.00,0.0,25.85,21.97,3.0 oz,--,g,13851
mg,g,21.0,--,--,--,g,19.60,93.33,0.0,0.00,1.0 serving (4 tbsp or 1 envelope),--,g,14309
mg,g,32.0,26.71,0,8.55,g,12.29,38.42,26.32,8.42,0.25 cup,0.0,g,01090
mg,g,94.0,0.3,0,0.28,g,8.93,9.5,3.3,3.10,1.0 cup,0.0,g,11197
mg,g,28.35,4.06,--,1.15,g,0.00,0.0,21.69,6.15,1.0 oz,--,g,23613
mg,g,146.0,0.02,0,0.03,g,5.39,3.69,0.6,0.88,"1.0 cup (1"" cubes)",0.0,g,11219
mg,g,28.35,10.77,0,3.05,g,0.31,1.1,15.73,4.46,1.0 oz,0.0,g,10910
mg,g,59.0,8.8,0,5.19,g,41.83,70.9,9.8,5.78,1.0 cup (1 NLEA serving),0.0,g,42297
mg,g,35.0,0.97,2,0.34,g,12.10,34.56,1.4,0.49,2.0 tbsp,6.0,g,19345
mg,g,34.0,0.23,0,0.08,g,10.45,30.73,1.47,0.50,2.0 tbsp (1 NLEA serving),0.0,g,04705
mg,g,28.35,19.06,--,5.40,g,0.00,0.0,19.33,5.48,1.0 oz,--,g,13850
mg,g,237.0,0.01,0,0.02,g,4.60,1.94,0.05,0.12,8.0 fl oz,0.0,g,14644
mg,g,128.0,26.71,0,34.19,g,49.18,38.42,26.32,33.69,1.0 cup,0.0,g,01212
mg,g,28.35,1.7,0,0.48,g,22.94,80.9,9.3,2.64,1.0 oz,0.0,g,18236
mg,g,28.35,5.21,--,1.48,g,0.00,0.0,33.18,9.41,1.0 oz,--,g,23634
mg,g,58.0,0.02,0,0.01,g,1.97,3.39,0.62,0.36,"0.5 cup (1"" pieces)",0.0,g,11218
mg,g,85.0,4.3,0,3.66,g,1.26,1.48,22.04,18.73,1.0 serving (3 oz),0.0,g,10868
mg,g,48.0,5.9,0,2.83,g,36.77,76.6,8.9,4.27,0.75 cup (1 NLEA serving),0.0,g,08544
mg,g,35.0,2.03,4,0.71,g,4.97,14.2,2.87,1.00,2.0 tbsp,12.0,g,19916
mg,g,15.0,4.4,0,0.66,g,2.79,18.6,0.3,0.04,1.0 tbsp,0.0,g,43021
mg,g,85.0,22.09,--,18.78,g,0.00,0.0,24.53,20.85,3.0 oz,--,g,13854
mg,g,30.5,--,--,--,g,1.96,6.43,0.0,0.00,1.0 fl oz,--,g,14460
mg,g,252.0,2.0,0,5.04,g,39.66,15.74,6.67,16.81,1.0 cup,0.0,g,01291
mg,g,14.2,25.3,0,3.59,g,8.26,58.2,10.1,1.43,0.5 oz,0.0,g,18434
mg,g,28.35,3.61,--,1.02,g,0.00,0.0,21.45,6.08,1.0 oz,--,g,23632
mg,g,28.35,31.2,1,8.85,g,15.34,54.1,9.6,2.72,1.0 oz,3.0,g,42139
mg,g,85.0,2.29,0,1.95,g,1.05,1.23,17.38,14.77,3.0 oz,0.0,g,10886
mg,g,59.0,1.6,0,0.94,g,46.55,78.9,7.6,4.48,1.0 cup (1 NLEA serving),0.0,g,08061
mg,g,328.0,--,--,--,g,254.50,77.59,0.0,0.00,1.0 cup,--,g,19349
mg,g,16.0,33.4,0,5.34,g,3.81,23.8,0.9,0.14,1.0 tbsp,0.0,g,43016
mg,g,28.35,20.13,--,5.71,g,0.00,0.0,19.09,5.41,1.0 oz,--,g,13853
mg,g,31.3,0.1,0,0.03,g,3.63,11.6,0.2,0.06,1.0 fl oz,0.0,g,14334
mg,g,244.0,3.4,0,8.30,g,11.57,4.74,3.33,8.13,1.0 cup,0.0,g,01060
mg,g,30.0,11.67,0,3.50,g,20.46,68.19,10.0,3.00,1.0 serving,0.0,g,18965
mg,g,85.0,28.5,--,24.22,g,0.00,0.0,23.53,20.00,3.0 oz,--,g,13371
mg,g,253.0,0.13,0,0.33,g,37.37,14.77,0.37,0.94,1.0 cup,0.0,g,09130
mg,g,85.0,5.05,0,4.29,g,1.46,1.72,18.62,15.83,1.0 serving (3 oz),0.0,g,10916
mg,g,55.0,5.3,0,2.92,g,44.88,81.6,6.5,3.58,1.25 cup (1 NLEA serving),0.0,g,08192
mg,g,310.0,--,--,--,g,235.60,76.0,0.0,0.00,1.0 cup,--,g,19351
mg,g,17.0,20.0,--,3.40,g,6.80,40.0,0.0,0.00,1.0 tbsp,--,g,42230
mg,g,85.0,18.0,--,15.30,g,0.00,0.0,27.17,23.09,3.0 oz,--,g,13857
mg,g,31.3,0.0,--,0.00,g,3.69,11.8,1.3,0.41,1.0 fl oz,--,g,14341
mg,g,244.0,0.97,0,2.37,g,12.18,4.99,3.37,8.22,1.0 cup,0.0,g,01175
mg,g,14.2,22.74,0,3.23,g,8.44,59.42,10.93,1.55,0.5 oz,0.0,g,18214
mg,g,85.0,27.17,--,23.09,g,0.00,0.0,24.4,20.74,3.0 oz,--,g,13808
mg,g,253.0,0.13,0,0.33,g,37.37,14.77,0.37,0.94,1.0 cup,0.0,g,09512
mg,g,85.0,4.09,0,3.48,g,1.49,1.75,18.82,16.00,1.0 serving (3 oz),0.0,g,10878
mg,g,52.0,8.7,0,4.52,g,40.25,77.4,8.5,4.42,0.75 cup (1 NLEA serving),0.0,g,08554
mg,g,341.0,0.2,--,0.68,g,261.85,76.79,0.0,0.00,1.0 cup,--,g,19350
mg,g,16.0,44.81,0,7.17,g,2.49,15.58,0.77,0.12,1.0 tbsp,0.0,g,04120
mg,g,85.0,18.0,--,15.30,g,0.00,0.0,19.56,16.63,3.0 oz,--,g,13856
mg,g,237.0,--,--,--,g,--,--,0.0,0.00,8.0 fl oz,--,g,14599
mg,g,247.0,0.18,0,0.44,g,11.98,4.85,3.4,8.40,1.0 cup,0.0,g,42290
mg,g,39.0,24.41,0,9.52,g,22.92,58.76,8.92,3.48,6.0 cracker 1 cracker = 6.5g,0.0,g,18927
mg,g,28.35,20.98,--,5.95,g,0.00,0.0,17.65,5.00,1.0 oz,--,g,13807
mg,g,253.0,0.13,0,0.33,g,37.37,14.77,0.37,0.94,1.0 cup,0.0,g,09135
mg,g,85.0,5.48,0,4.66,g,1.31,1.54,17.77,15.10,1.0 serving (3 oz),0.0,g,10917
mg,g,30.0,4.6,0,1.38,g,24.09,80.3,10.0,3.00,1.0 cup (1 NLEA serving for adults),0.0,g,08002
mg,g,20.0,--,--,--,g,13.38,66.91,0.0,0.00,1.0 tbsp,--,g,42040
mg,g,15.0,44.81,0,6.72,g,2.34,15.58,0.77,0.12,1.0 tablespoon,0.0,g,04141
mg,g,85.0,7.53,--,6.40,g,0.00,0.0,29.41,25.00,3.0 oz,--,g,13394
mg,g,360.0,--,--,--,g,0.50,0.14,0.0,0.00,12.0 fl oz,--,g,14167
mg,g,30.5,4.14,0,1.26,g,1.36,4.45,3.56,1.09,1.0 fl oz,0.0,g,01106
mg,g,14.2,25.12,0,3.57,g,8.06,56.74,12.41,1.76,0.5 oz,0.0,g,18215
mg,g,85.0,13.8,--,11.73,g,0.00,0.0,28.05,23.84,3.0 oz,--,g,13372
mg,g,4.0,1.97,0,0.08,g,0.47,11.71,4.27,0.17,1.0 leaf,0.0,g,11975
mg,g,28.35,5.38,0,1.53,g,0.40,1.42,17.06,4.84,1.0 oz whole,0.0,g,10909
mg,g,29.0,4.1,1,1.19,g,24.85,85.7,4.8,1.39,0.75 cup (1 NLEA serving),2.0,g,08015
mg,g,20.0,0.06,0,0.01,g,13.41,67.04,0.04,0.01,1.0 tbsp,0.0,g,19353
mg,g,16.0,0.27,0,0.04,g,5.14,32.14,0.2,0.03,1.0 tablespoon,0.0,g,04367
mg,g,28.35,7.63,--,2.16,g,0.00,0.0,29.58,8.39,1.0 oz,--,g,23638
mg,g,29.6,--,--,--,g,0.34,1.14,0.0,0.00,1.0 fl oz,--,g,14462
mg,g,30.8,4.38,0,1.35,g,2.12,6.89,1.03,0.32,1.0 fl oz,0.0,g,01107
mg,g,31.0,16.03,0,4.97,g,17.76,57.29,9.62,2.98,1.0 serving 55 pieces,0.0,g,28303
mg,g,85.0,19.52,--,16.59,g,0.00,0.0,26.79,22.77,3.0 oz,--,g,13367
mg,g,14.0,2.12,0,0.30,g,2.42,17.31,5.6,0.78,1.0 cup,0.0,g,11974
mg,g,85.0,4.39,0,3.73,g,1.33,1.57,17.99,15.29,3.0 oz,0.0,g,10879
mg,g,27.0,4.02,0,1.09,g,23.25,86.1,4.62,1.25,0.75 cup (1 NLEA serving),0.0,g,08034
mg,g,330.0,--,--,--,g,247.17,74.9,0.0,0.00,1.0 cup,--,g,19355
mg,g,16.0,13.0,0,2.08,g,4.32,27.0,0.4,0.06,1.0 tbsp,0.0,g,42171
mg,g,28.35,5.04,--,1.43,g,0.00,0.0,22.33,6.33,1.0 oz,--,g,23599
mg,g,45.0,5.56,0,2.50,g,13.00,28.89,55.56,25.00,1.0 scoop,0.0,g,14067
mg,g,244.0,2.0,0,4.88,g,12.93,5.3,1.6,3.90,1.0 cup,0.0,g,43543
mg,g,14.2,1.3,0,0.18,g,11.67,82.2,7.9,1.12,0.5 oz,0.0,g,18216
mg,g,85.0,24.5,--,20.82,g,0.00,0.0,25.85,21.97,3.0 oz,--,g,13804
mg,g,240.0,0.1,0,0.24,g,20.86,8.69,0.5,1.20,8.0 fl oz,0.0,g,09127
mg,g,85.0,3.97,0,3.37,g,1.23,1.45,17.34,14.74,3.0 oz,0.0,g,10880
mg,g,27.0,1.7,0,0.46,g,24.33,90.1,5.5,1.48,0.75 cup (1 NLEA serving),0.0,g,08073
mg,g,240.0,0.0,--,0.00,g,29.11,12.13,0.8,1.92,1.0 cup,--,g,43026
mg,g,16.0,11.52,0,1.84,g,5.00,31.22,0.58,0.09,1.0 tablespoon,0.0,g,04020
mg,g,28.35,5.91,--,1.68,g,0.00,0.0,22.12,6.27,1.0 oz,--,g,23623
mg,g,32.0,1.56,0,0.50,g,2.00,6.25,78.13,25.00,0.33 cup,0.0,g,14066
mg,g,244.0,3.46,0,8.44,g,10.88,4.46,3.1,7.56,1.0 cup,0.0,g,01089
mg,g,6.1,15.84,0,0.97,g,4.04,66.3,11.25,0.69,3.0 crackers,0.0,g,28345
mg,g,28.35,19.06,--,5.40,g,0.00,0.0,18.42,5.22,1.0 oz,--,g,13803
mg,g,247.0,0.1,0,0.25,g,19.59,7.93,0.58,1.43,1.0 cup,0.0,g,09123
mg,g,85.0,11.48,0,9.76,g,0.98,1.15,19.46,16.54,1.0 serving (3 oz),0.0,g,10918
mg,g,58.0,1.81,0,1.05,g,46.68,80.49,11.22,6.51,0.5 cup (1 NLEA serving),0.0,g,08038
mg,g,315.0,0.1,--,0.32,g,218.99,69.52,0.0,0.00,1.0 cup,--,g,19361
mg,g,16.0,13.46,0,2.15,g,4.68,29.28,0.58,0.09,1.0 tablespoon,0.0,g,04142
mg,g,28.35,6.22,--,1.76,g,0.00,0.0,30.87,8.75,1.0 oz,--,g,23586
mg,g,240.0,0.97,0,2.33,g,22.01,9.17,0.28,0.67,"8.0 fl oz (approximate weight, 1 serving)",0.0,g,14639
mg,g,244.0,0.97,0,2.37,g,12.18,4.99,3.37,8.22,1.0 cup,0.0,g,01082
mg,g,14.2,1.4,0,0.20,g,11.89,83.7,10.0,1.42,0.5 oz,0.0,g,18217
mg,g,28.35,7.37,--,2.09,g,0.00,0.0,20.72,5.87,1.0 oz,--,g,13023
mg,g,250.0,0.09,0,0.22,g,27.82,11.13,0.58,1.45,1.0 cup,0.0,g,09124
mg,g,28.35,12.13,0,3.44,g,0.38,1.35,16.09,4.56,1.0 oz rump,0.0,g,10908
mg,g,29.0,3.7,0,1.07,g,23.78,82.0,9.4,2.73,0.75 cup (1 NLEA serving),0.0,g,08039
mg,g,314.0,--,--,--,g,193.02,61.47,0.0,0.00,1.0 cup,--,g,19129
mg,g,15.0,43.33,0,6.50,g,1.10,7.36,1.9,0.28,1.0 tbsp,0.0,g,43017
mg,g,28.35,4.2,--,1.19,g,0.00,0.0,22.53,6.39,1.0 oz,--,g,23582
mg,g,11.0,--,--,--,g,10.23,92.96,0.0,0.00,2.0 tbsp,--,g,14080
mg,g,245.0,0.25,0,0.61,g,12.30,5.02,3.57,8.75,1.0 cup,0.0,g,01086
mg,g,14.2,3.2,0,0.45,g,10.88,76.6,12.1,1.72,0.5 oz,0.0,g,18220
mg,g,85.0,10.08,--,8.57,g,0.00,0.0,29.75,25.29,3.0 oz,--,g,13368
mg,g,247.0,0.13,0,0.32,g,24.03,9.73,0.55,1.36,1.0 cup,0.0,g,09126
mg,g,85.0,4.7,0,4.00,g,0.98,1.15,21.28,18.09,1.0 serving (3 oz),0.0,g,10877
mg,g,52.0,10.5,0,5.46,g,37.96,73.0,9.0,4.68,0.75 cup (1 NLEA serving),0.0,g,42261
mg,g,73.0,--,--,--,g,32.52,44.55,0.0,0.00,1.0 serving 1/4 cup,--,g,19128
mg,g,16.0,50.1,--,8.02,g,0.40,2.5,0.0,0.00,1.0 tablespoon,--,g,04135
mg,g,28.35,9.05,--,2.57,g,0.00,0.0,28.29,8.02,1.0 oz,--,g,23626
mg,g,295.0,2.88,0,8.50,g,2.51,0.85,6.59,19.44,1.0 bottle,0.0,g,14044
mg,g,245.0,0.08,0,0.20,g,12.15,4.96,3.37,8.26,1.0 cup,0.0,g,01085
mg,g,14.2,13.77,0,1.96,g,10.19,71.73,7.6,1.08,0.5 oz,0.0,g,18223
mg,g,85.0,20.55,--,17.47,g,0.00,0.0,27.69,23.54,3.0 oz,--,g,23134
mg,g,207.0,0.48,0,0.99,g,71.54,34.56,1.97,4.08,1.0 can (6 fl oz),0.0,g,09125
mg,g,28.35,3.38,0,0.96,g,0.35,1.24,17.93,5.08,1.0 oz,0.0,g,10887
mg,g,55.0,7.1,0,3.90,g,40.86,74.3,7.9,4.34,0.75 cup (1 NLEA serving),0.0,g,42265
mg,g,20.0,0.1,--,0.02,g,13.92,69.6,0.0,0.00,1.0 tbsp,--,g,19360
mg,g,30.0,10.0,0,3.00,g,8.48,28.26,0.98,0.29,2.0 tbsp (1 serving),0.0,g,04686
mg,g,85.0,29.79,--,25.32,g,0.00,0.0,22.6,19.21,3.0 oz,--,g,13829
mg,g,29.6,--,6,--,g,0.09,0.3,0.0,0.00,1.0 fl oz,20.0,g,14544
mg,g,245.0,0.08,0,0.20,g,12.15,4.96,3.37,8.26,1.0 cup,0.0,g,01151
mg,g,14.0,20.4,0,2.86,g,9.46,67.6,7.1,0.99,4.0 crackers,0.0,g,28292
mg,g,85.0,14.32,--,12.17,g,0.00,0.0,18.97,16.12,3.0 oz,--,g,23137
mg,g,247.0,0.1,0,0.25,g,22.72,9.2,0.5,1.24,1.0 cup,0.0,g,09128
mg,g,85.0,17.29,0,14.70,g,1.21,1.42,18.17,15.44,1.0 serving (3 oz),0.0,g,10919
mg,g,56.0,5.1,0,2.86,g,45.81,81.8,7.9,4.42,1.0 cup (1 NLEA serving),0.0,g,08633
mg,g,73.0,0.09,--,0.07,g,52.87,72.43,0.0,0.00,1.0 serving 1/4 cup,--,g,19113
mg,g,30.0,40.83,0,12.25,g,7.00,23.33,0.87,0.26,2.0 tbsp,0.0,g,04703
mg,g,85.0,4.66,0,3.96,g,0.03,0.04,22.66,19.26,3.0 oz,0.0,g,23263
mg,g,29.6,--,6,--,g,0.09,0.3,0.0,0.00,1.0 fl oz,20.0,g,14355
mg,g,246.0,1.98,0,4.87,g,13.51,5.49,3.95,9.72,1.0 cup,0.0,g,01081
mg,g,14.2,0.9,0,0.13,g,11.42,80.4,9.6,1.36,0.5 oz,0.0,g,18226
mg,g,85.0,21.56,--,18.33,g,0.00,0.0,27.16,23.09,3.0 oz,--,g,23135
mg,g,230.0,0.1,0,0.23,g,18.58,8.08,0.63,1.45,"1.0 cup sections, with juice",0.0,g,09111
mg,g,28.35,20.0,0,5.67,g,0.40,1.42,14.28,4.05,1.0 oz shank,0.0,g,10907
mg,g,30.0,5.46,0,1.64,g,24.36,81.19,7.12,2.14,0.75 cup (1 NLEA serving),0.0,g,43570
mg,g,12.9,21.79,0,2.81,g,8.19,63.49,6.41,0.83,1.0 shell,0.0,g,18360
mg,g,15.0,6.68,0,1.00,g,1.50,9.99,0.39,0.06,1.0 tablespoon,0.0,g,04021
mg,g,85.0,5.29,0,4.50,g,0.15,0.18,22.52,19.14,3.0 oz,0.0,g,23264
mg,g,29.6,--,0,--,g,0.09,0.3,0.0,0.00,1.0 fl oz,1.0,g,14352
mg,g,244.0,1.98,0,4.83,g,11.71,4.8,3.3,8.05,1.0 cup,0.0,g,01079
mg,g,14.9,8.64,0,1.29,g,11.03,74.05,9.46,1.41,5.0 crackers,0.0,g,18228
mg,g,85.0,14.99,--,12.74,g,0.00,0.0,18.87,16.04,3.0 oz,--,g,23138
mg,g,230.0,0.14,0,0.32,g,24.52,10.66,0.77,1.77,"1.0 cup sections, with juice",0.0,g,09112
mg,g,85.0,4.45,0,3.78,g,1.07,1.26,21.69,18.44,1.0 serving (3 oz),0.0,g,10881
mg,g,29.0,5.4,0,1.57,g,23.78,82.0,7.0,2.03,0.75 cup (1 NLEA serving),0.0,g,08655
mg,g,120.0,0.6,0,0.72,g,75.00,62.5,2.8,3.36,"1.0 cup, pulp",0.0,g,09322
mg,g,14.7,21.12,0,3.10,g,1.78,12.12,0.41,0.06,1.0 tbsp,0.0,g,04114
mg,g,85.0,3.72,--,3.16,g,0.00,0.0,22.89,19.46,3.0 oz,--,g,23265
mg,g,473.0,--,52,--,g,--,--,0.0,0.00,16.0 fl oz,11.0,g,14247
mg,g,246.0,1.98,0,4.87,g,11.81,4.8,3.3,8.12,1.0 cup,0.0,g,01174
mg,g,15.0,1.6,0,0.24,g,12.34,82.3,10.5,1.58,3.0 saltines,0.0,g,18457
mg,g,85.0,19.03,--,16.18,g,0.00,0.0,28.47,24.20,3.0 oz,--,g,23136
mg,g,230.0,0.1,0,0.23,g,17.25,7.5,0.55,1.27,"1.0 cup sections, with juice",0.0,g,09114
mg,g,85.0,4.18,0,3.55,g,1.02,1.2,17.53,14.90,3.0 oz,0.0,g,10889
mg,g,32.0,7.3,0,2.34,g,25.47,79.6,7.7,2.46,0.75 cup (1 NLEA serving),0.0,g,42240
mg,g,249.0,0.2,0,0.50,g,29.88,12.0,0.5,1.24,1.0 cup,0.0,g,09223
mg,g,14.7,28.37,0,4.17,g,1.53,10.43,0.38,0.06,1.0 tablespoon,0.0,g,04143
mg,g,85.0,15.7,0,13.34,g,1.30,1.53,24.66,20.96,3.0 oz,0.0,g,23266
mg,g,240.0,--,2,--,g,21.00,8.75,0.0,0.00,1.0 cup,1.0,g,14281
mg,g,244.0,3.25,0,7.93,g,11.71,4.8,3.15,7.69,1.0 cup,0.0,g,01077
mg,g,14.2,8.85,0,1.26,g,10.56,74.34,9.5,1.35,0.5 oz,0.0,g,18425
mg,g,85.0,13.33,--,11.33,g,0.00,0.0,19.1,16.24,3.0 oz,--,g,23139
mg,g,230.0,0.1,0,0.23,g,19.34,8.41,0.69,1.59,"1.0 cup sections, with juice",0.0,g,09116
mg,g,85.0,7.78,0,6.61,g,1.20,1.41,19.85,16.87,1.0 serving (3 oz),0.0,g,10920
mg,g,59.0,2.9,0,1.71,g,49.32,83.6,8.5,5.02,1.0 cup (1 NLEA serving),0.0,g,08081
mg,g,247.0,0.2,0,0.49,g,24.95,10.1,0.5,1.24,1.0 cup,0.0,g,09221
mg,g,14.0,0.87,0,0.12,g,1.22,8.75,0.97,0.14,1.0 tbsp,0.0,g,04636
mg,g,85.0,10.6,0,9.01,g,1.28,1.51,19.7,16.74,3.0 oz,0.0,g,23269
mg,g,240.0,--,2,--,g,1.99,0.83,0.0,0.00,1.0 cup,1.0,g,14280
mg,g,244.0,3.27,0,7.98,g,11.66,4.78,3.15,7.69,1.0 cup,0.0,g,01211
mg,g,14.0,10.71,0,1.50,g,9.56,68.25,7.14,1.00,1.0 serving,0.0,g,18966
mg,g,85.0,11.43,--,9.72,g,0.00,0.0,31.41,26.70,3.0 oz,--,g,23071
mg,g,249.0,0.09,0,0.22,g,22.93,9.21,0.7,1.74,1.0 cup,0.0,g,09120
mg,g,28.35,9.29,0,2.63,g,0.77,2.72,13.69,3.88,1.0 oz,0.0,g,10906
mg,g,32.0,2.93,0,0.94,g,27.72,86.63,6.01,1.92,1.5 cup (1 NLEA serving),0.0,g,08046
mg,g,249.0,0.03,0,0.07,g,23.83,9.57,0.62,1.54,1.0 cup,0.0,g,09219
mg,g,14.0,20.0,0,2.80,g,0.94,6.7,0.3,0.04,1.0 tbsp,0.0,g,42140
mg,g,85.0,17.21,0,14.63,g,1.54,1.81,24.24,20.60,3.0 oz,0.0,g,23267
mg,g,265.0,--,5,--,g,0.58,0.22,0.0,0.00,1.0 cup,2.0,g,14211
